id,name,address,locality,latitude,longitude,cuisines,average_cost_for_two,aggregate_rating,rating_text,votes,all_reviews_count,photo_count,has_online_delivery
3700561,Gelateria Montecatini Terme,"Goubert Avenue, Next To Alliance Franchaise, White Town, Puducherry",White Town,11.92595654,79.83420622,Desserts,150,4.9,Excellent,724,409,426,0
3700572,Bread & Chocolate,"Auroville Main Raod, Kuilapalayam, Auroville, Puducherry",Auroville,11.99074804,79.82975274,"Bakery, Cafe, Healthy Food",500,4.7,Excellent,555,285,666,0
3700041,Zuka,"319, Mission Street, MG Road, Puducherry",MG Road,11.92982738,79.83019866,"Desserts, Bakery",300,4.7,Excellent,1351,633,1559,1
3700050,Baker Street,"123, Bussy Street, MG Road, Puducherry",MG Road,11.92938748,79.82865002,"Bakery, French",400,4.6,Excellent,1798,1072,2790,0
3700835,Coromandel Cafe,"La Maison Rose, 8 Romain Rolland Street, White Town, Puducherry",White Town,11.93110212,79.83424008,"Cafe, Italian, French, British",1000,4.5,Excellent,1016,498,987,0
3700219,Boston Cafe,"38, Mission Street, Puducherry",White Town,11.93940844,79.83187705,"Fast Food, Chinese, North Indian",400,4.5,Excellent,282,150,156,0
3700049,Villa Shanti,"Villa Shanti, 14, Suffren Street, White Town, Puducherry",White Town,11.929698,79.833191,Continental,1500,4.4,Very Good,1285,748,1698,1
3700399,Canteen 18,"14, Needaraja Paiyar street, Heritage Town, Puducherry",Heritage Town,11.93353283,79.83127691,"Cafe, Fast Food",800,4.4,Very Good,251,148,207,0
3700010,Auroville Bakery,"Kuilapalayam, Auroville, Puducherry",Auroville,11.99003276,79.83463302,Bakery,150,4.4,Very Good,495,274,615,0
3700465,Cream Affair,"6, bussy st,Romain Rolland street corner, White Town, Puducherry",White Town,11.92850933,79.83362652,"American, Cafe, Desserts, Ice Cream",300,4.4,Very Good,392,213,378,0
19347940,KFC,"Shop 9 & 10, 7, Ground Floor, Providence Mall, Venkata Subha Reddiar Salai, Ambedkar Nagar, Orleanpet, MG Road, Puducherry","Providence Mall, MG Road",11.928959,79.81986,"Burger, Fast Food, Finger Food, Beverages",450,4.4,Very Good,163,1,35,1
19233478,Lassi Shop,"264, Kamaraj Salai, Thiruvalarkeni, Gandhinagar, Puducherry",Gandhinagar,11.9410785,79.81041532,"Beverages, Juices, Desserts, Fast Food",200,4.4,Very Good,99,1,1,1
3700037,Le Dupleix,"5, Rue De La Caserne, White Town, Puducherry",White Town,11.93104176,79.83375896,"North Indian, French, Continental",1500,4.3,Very Good,1008,569,1067,0
3700021,The Indian Kaffe Express,"3, Rue Dumas Street, Near IG Office, White Town, Puducherry",White Town,11.93036995,79.83476747,"Cafe, North Indian",500,4.3,Very Good,979,574,1121,1
3700009,Tanto,"Main Road, Near Iyyanar Koil Kullapalyam, Auroville, Puducherry",Auroville,11.99091661,79.82865572,"Pizza, Italian",1400,4.3,Very Good,996,590,901,0
18427467,The Smoothie Bar,"26, Sri Aurobindo Street, Mission Street Crossing, Heritage Town, Puducherry",Heritage Town,11.93824265,79.83139157,"American, Cafe, Continental, European, Healthy Food, Beverages, Juices, Desserts",500,4.3,Very Good,1066,358,526,1
3700656,Margaritas,"1 Aurobindo Street, Gingee Street Junction, White Town, Puducherry",White Town,11.93775455,79.83308304,"Mexican, Continental, American, Desserts, Finger Food, Ice Cream, Juices, Salad",600,4.3,Very Good,1363,654,688,1
3700047,Surguru,"104, Sardar Vallabhai Patel Salai, Near Aurobindo Ashram, Heritage Town, Puducherry",Heritage Town,11.94202212,79.82975375,"South Indian, North Indian, Chinese",400,4.3,Very Good,562,265,251,0
3700178,ibaco,"Old 10, New 14, Dupuy Street, White Town, Puducherry",White Town,11.937619,79.834661,"Ice Cream, Desserts",300,4.3,Very Good,346,44,86,1
18866083,Grill'd House,"100, Kamaraj, Salai, Heritage Town, Puducherry",Heritage Town,11.93743013,79.8215995,"Arabian, Sandwich, Beverages, Rolls",600,4.3,Very Good,1275,10,5,1
18899178,BBQ Ride,"Kamaraj Salai, Saram, Heritage Town, Puducherry",Heritage Town,11.94000348,79.81490269,North Indian,300,4.3,Very Good,563,4,0,1
3701000,Insuvai,"20, Lenin Street, Kospalayam, Heritage Town, Puducherry",Heritage Town,11.93908436,79.81389686,"Ice Cream, Fast Food",250,4.3,Very Good,165,2,1,1
3700286,Naveen Mess,"18, 100 Feet Road, Ellaipillaichavady, Gandhinagar, Puducherry",Gandhinagar,11.93570209,79.80759032,"Tamil, South Indian",150,4.3,Very Good,100,0,3,0
19494115,KFC,"Plot 10-2, Survey 213/3, 238/2, Thiruchitrambalam Panchayat, Pondy Thindivanam Road, Villupuram, Villianur, Puducherry",Villianur,11.960369,79.794496,"Burger, Fast Food, Finger Food, Beverages",450,4.3,Very Good,116,1,11,1
3700054,Cafe Xtasi,"245, Mission Street, Opposite VOC School, Puducherry",MG Road,11.93377885,79.83084742,"Italian, Pizza",900,4.2,Very Good,3480,1823,2050,1
3700770,Escape In,"52/A, First Floor, Goubert Avenue, Beach Road, White Town, Puducherry",White Town,11.9269026,79.83450897,"North Indian, Continental, Chinese, Arabian, BBQ, Beverages, Desserts, Ice Cream",600,4.2,Very Good,1248,511,577,1
3700649,Taka Pizza,"#47, Mission Street, Next to ICICI Bank, Puducherry",MG Road,11.9396853,79.83200211,"Italian, Pizza",400,4.2,Very Good,5254,441,520,1
3700070,Auro Pizza,"Gingee Salai, Jawaharlal Nehru Street, White Town, Puducherry",White Town,11.93591366,79.83293619,"Pizza, Italian, Fast Food, Beverages",450,4.2,Very Good,2016,244,183,1
3700722,La Villa,"11, Surcouf Street, White Town, Puducherry",White Town,11.93008226,79.83257812,"Continental, Italian",1400,4.2,Very Good,177,81,215,0
18399604,Crêpe in Touch,"29, Needarajapayer Street, MG Road, Puducherry",MG Road,11.93392712,79.82937019,French,800,4.2,Very Good,142,90,178,0
18874415,Hopper's Bar & Kitchen,"2 & 3, 3rd Floor, 1st Cross Street, Anna Nagar, Gandhinagar, Puducherry",Gandhinagar,11.93177,79.808748,"Continental, South Indian",1200,4.2,Very Good,329,203,116,0
19157870,Flaming Dragons,"7, Labourdonnais Street, White Town, Puducherry",White Town,11.927514,79.832221,"Asian, Chinese, Desserts, Beverages",850,4.2,Very Good,247,207,93,0
19056649,1 Rue Suffren,"Mahe de Labourdonnais St, Near Bharathi Park, White Town, Puducherry",White Town,11.93190748,79.8341105,"North Indian, Continental, Asian",800,4.2,Very Good,313,220,111,0
18881759,Richy Rich Freezing Point,"Anna Salai Branch, Heritage Town, Puducherry",Heritage Town,11.93280624,79.82431088,"Desserts, Beverages, Italian, Chinese, Burger, Sandwich, Ice Cream, Pizza",500,4.2,Very Good,6438,37,6,1
3700970,Creamy Station,"197, Mission Street, MG Road Area, Puducherry, Puducherry",MG Road,11.93517494,79.83107843,"Ice Cream, Cafe, Beverages, Desserts",250,4.2,Very Good,1252,148,118,1
3700056,Cafe Ole,"319, Mission Street, MG Road, Puducherry",MG Road,11.92992152,79.83017351,"Cafe, Continental",700,4.2,Very Good,385,188,452,1
3701002,Fruit Shop On Greams Road,"No-12, Aurobindo Street, Heritage Town, Puducherry, Puducherry",Heritage Town,11.93790741,79.83258214,"Cafe, Sandwich, Beverages, Juices",200,4.2,Very Good,559,36,101,1
3700039,Hotel Sri Kamatchi,"100 Feet Road, Mudaliarpet, Puducherry",Mudaliarpet,11.92802908,79.80711658,"South Indian, Biryani, Seafood",500,4.2,Very Good,148,49,57,0
3701030,Domino's Pizza,"75, 100 Feet Road, GKM Arcade, Anna Nagar, Puducherry, 605005, MG Road, Puducherry",MG Road,11.93208268,79.80775486,"Pizza, Fast Food",400,4.2,Very Good,984,13,27,0
19022925,The Shawarma Club,"158, Gandhi Nagar Main Road, Near Employment Office, Gandhinagar, Puducherry",Gandhinagar,11.94201785,79.79977939,"Rolls, Arabian, Biryani",200,4.2,Very Good,4103,20,5,1
3700664,Idli & Idiyappam,"441, Bharathi Street, Heritage Town, Puducherry",Heritage Town,11.93015836,79.82632957,South Indian,400,4.2,Very Good,357,31,21,1
3701191,The Belgian Waffle Co.,"3, Mission Street, MG Road, Puducherry",MG Road,11.94097311,79.83218316,Desserts,400,4.2,Very Good,492,29,35,1
3700986,Favourite Juice World,"Sardar Vallabhai Patel Salai, Heritage Town, Puducherry",Heritage Town,11.941823,79.831121,Beverages,150,4.2,Very Good,761,14,10,1
3700101,Richy Rich,"52, Rangapillai Street, Heritage Town, Puducherry",Heritage Town,11.93464649,79.83130038,"Ice Cream, Desserts",500,4.2,Very Good,167,30,78,0
19144639,Behrouz Biryani,"59, 99, Ambalathadayar Madam Street, White Town, Puducherry",White Town,11.936806,79.829341,"Fast Food, Biryani, North Indian, Mughlai",700,4.2,Very Good,427,43,28,1
19022462,Geetha Bakery,"14, Saint Ange street, White Town, Puducherry",White Town,11.93268815,79.831005,"Beverages, Cafe, Rolls, Sandwich, Wraps",150,4.2,Very Good,536,4,29,1
19144641,Ovenstory Pizza,"59, 99, Ambalathadayar Madam Street, White Town, Puducherry",White Town,11.936806,79.829341,"Fast Food, Italian, Pizza",400,4.2,Very Good,222,32,34,1
19214820,Shawarma Bites,"57, Vazhuvathur Main Road, Koundanpalayam, Gandhinagar, Puducherry",Gandhinagar,11.94170059,79.80431768,"Lebanese, Arabian",150,4.2,Very Good,1055,30,1,1
19144643,Firangi Bake,"59, 99, Ambalathadayar Madam Street, White Town, Puducherry",White Town,11.936806,79.829341,"Italian, Mexican",400,4.2,Very Good,96,20,33,1
19144358,Lassi Shop,"1 Villianur Main Road, Ellaipillaichavady Villianur, Puducherry",Villianur,11.93159755,79.8051365,Beverages,200,4.2,Very Good,111,2,0,1
19144635,Faasos,"59, 99, Ambalathadayar Madam Street, White Town, Puducherry",White Town,11.936806,79.829341,"North Indian, Fast Food, Wraps",450,4.2,Very Good,1607,48,39,1
19043277,The Deli Affair,"435, Kamaraj Salai, Sakthi Nagar, Saram, Gandhinagar, Puducherry",Gandhinagar,11.94035872,79.81385462,"Desserts, Beverages, Sandwich",300,4.2,Very Good,294,49,17,1
19465208,The Pizza Hub,"75A, First Floor, Aurobindo Street, MG Road, Puducherry",MG Road,11.93833733,79.83015442,"Italian, Pizza, Fast Food, Beverages",350,4.2,Very Good,83,1,1,1
3700387,Bay of Buddha -  The Promenade,"The Promenade, 23, Goubert Avenue, White Town, Puducherry",White Town,11.9331,79.8358,"Chinese, Thai, Malaysian, Vietnamese, Korean, Indonesian, Asian, Momos",1500,4.1,Very Good,631,355,426,0
3700408,Italize,"137, 1st Floor, Mission Street, MG Road, Puducherry",MG Road,11.93651855,79.83134765,"Pizza, Italian, Fast Food, Beverages",600,4.1,Very Good,605,221,492,1
3700117,Hotel Sri Kamatchi,"5, Labourdonnais Street, Near Old Law College, White Town, Puducherry",White Town,11.92791329,79.83233068,"South Indian, Biryani, Seafood",500,4.1,Very Good,1021,232,225,1
3701218,Sky Garden,"5th Floor (On the terrace), 317, Mission Street",MG Road,11.92995423,79.83022088,"Continental, French, Bar Food, Beverages, European, Desserts, Salad",600,4.1,Very Good,308,176,385,0
3700036,Blueline - The Promenade,"The Promenade, 23, Goubert Avenue, White Town, Puducherry",White Town,11.93327861,79.83576793,"North Indian, Seafood, South Indian, Italian, French",1500,4.1,Very Good,376,217,412,1
3700060,A2B - Adyar Ananda Bhavan,"No.11, Kariakar Building, Jawaharlal Nehru Street, Puducherry",White Town,11.93530648,79.83295564,"South Indian, Chinese, Street Food, Mithai",450,4.1,Very Good,2036,217,135,1
3700202,Marc's Cafe,"Auroville Main Road, Auroville, Puducherry",Auroville,11.9911124,79.82626453,"Cafe, French, Coffee",500,4.1,Very Good,168,93,194,0
3700799,Dindigul Thalappakatti,"D108, Kamaraj Salai, Near Balaji Theater, Lawspet, Puducherry",Lawspet,11.93670519,79.82031908,South Indian,500,4.1,Very Good,2558,464,67,1
3700157,Les Alizés - Palais De Mahe,"Door 4, Rue Bussy, Lal Bahadur Shastri Road, Opposite Studio Profile, White Town, Puducherry",Palais De Mahe,11.92831251,79.83396716,"South Indian, Continental",1600,4.1,Very Good,143,75,183,0
3700169,New Farm Fresh Pizzeria,"41, Saint Louis Street, White Town, Puducherry",White Town,11.93474326,79.83489823,"Pizza, Continental, Italian, Desserts, Finger Food",1000,4.1,Very Good,235,131,231,0
3700444,Cafe Xtasi,"Plot 24, Aghal Street ECR Main Road, Periyamudaliar Chavadi, Auroville, Puducherry",Auroville,11.98704927,79.84679516,"Italian, Pizza",600,4.1,Very Good,550,221,252,1
18469234,Barbeque Nation,"120, Naga Progress Avenue, Bussy Street, White Town, Puducherry",White Town,11.9295,79.829,"Mughlai, North Indian",1500,4.1,Very Good,334,215,285,1
18264506,New Farm Fresh,"6, St Therese Street, MG Road, Puducherry",MG Road,11.93201109,79.83116459,"Pizza, Italian, Continental",1000,4.1,Very Good,200,111,169,0
3700470,Surguru,"Mission Street, MG Road, Puducherry",MG Road,11.93391466,79.83089536,"South Indian, North Indian, Chinese",600,4.1,Very Good,299,180,178,0
3700500,The Smoothie Bar,"Auroville Main Road, Opposite to Purple Resorts, Kuilapalyam, Auroville, Puducherry",Auroville,11.99114356,79.82616529,"American, Cafe, Continental, European, Healthy Food, Beverages, Juices, Desserts",500,4.1,Very Good,383,169,156,1
3700378,Brothers Pizzeria,"Auroville Main Road, Kuilapalayam, Auroville, Puducherry",Auroville,11.99115045,79.82544746,Pizza,500,4.1,Very Good,254,67,56,0
3700208,Ibaco,"48, Villianur Main Road, Villianur, Puducherry",Villianur,11.93139636,79.80214946,"Ice Cream, Desserts",300,4.1,Very Good,175,12,26,1
3700570,A La Villa Creole,"50, Labourdannis Street, White Town, Puducherry",White Town,11.92584337,79.83186666,"Continental, French",450,4.1,Very Good,69,44,90,0
3700931,The ThickShake Factory,"Building No: 40-A, Below Madame Shanthes Restaurant, Busy street,White town,Puducherry 605001",Heritage Town,11.92843766,79.83349776,"Beverages, Desserts",350,4.1,Very Good,448,65,166,1
18865589,McDonalds,"3rd Floor Providence Mall, Cuddalore Road, MG Road, Puducherry","Providence Mall, MG Road",11.92915851,79.82001264,"Burger, Fast Food",400,4.1,Very Good,1499,67,27,1
3700712,Eden Garden,"10/2, 100 feet road, Ellaipilaichavady, Puducherry  Landmark - near to aasife briyani and opposite to junior kuppana",Gandhinagar,11.93357187,79.80725706,"Ice Cream, Fast Food, Desserts, Beverages",350,4.1,Very Good,1708,56,63,1
3701230,Tosai,"22, GNR Complex, Anna Salai, Near Bata Showroom, Heritage Town, Puducherry",Heritage Town,11.940646,79.827494,"North Indian, South Indian, Chinese, Fast Food",350,4.1,Very Good,1320,24,19,1
18944876,The Bull,"The Bull Boutique Hotel, 25, Vysial Street, White Town, Puducherry",White Town,11.93755,79.831618,"Continental, North Indian, Asian, South Indian",800,4.1,Very Good,112,66,91,1
3700711,Hotel Sri Kamatchi,"19, 20, Villianur main road, ellaipillaichavady, Villianur, Puducherry",Villianur,11.93151183,79.80482798,"South Indian, Biryani, Seafood",500,4.1,Very Good,975,36,25,1
3700491,Valaiyapattiyar,"No 3, Aurobindo Street, Heritage Town, White Town, Puducherry",White Town,11.93775815,79.83282287,"Chettinad, Andhra, Biryani, Hyderabadi, Beverages, Konkan, Tamil, South Indian",450,4.1,Very Good,726,23,38,1
3700910,Foodies,"424/426, Mahatma Gandhi Road, Near Bharadidasan Women College, Heritage Town, Puducherry",Heritage Town,11.94302553,79.83051181,"North Indian, Arabian, Chinese, Biryani, Seafood, Beverages",350,4.1,Very Good,1964,16,17,1
19092285,The Red Box,"301, Anna Salai, Heritage Town, Puducherry",Heritage Town,11.93523924,79.82483123,Chinese,200,4.1,Very Good,1409,23,7,1
3700660,Kamireddy Foods,"108, Vazhudavur Road, Kundarpalayam, Gandhinagar, Puducherry",Gandhinagar,11.94195581,79.80126197,North Indian,400,4.1,Very Good,282,6,2,1
3701068,M&M,"96B, South V Patel Salai, White Town, Puduchery",White Town,11.94161833,79.83125377,"Ice Cream, Sandwich, Fast Food, Beverages, Desserts",150,4.1,Very Good,401,7,7,1
18980404,Bon Appetite Bakery,"50 Lenin Street, Kosapalayam, Heritage Town, Puducherry",Heritage Town,11.93859495,79.81378824,"Bakery, Desserts",200,4.1,Very Good,162,1,46,1
3700781,Smile,"No.12, Compagnie Street, Roman Rolland Library, White Town, Puducherry",White Town,11.93463403,79.83547188,"Ice Cream, Biryani, Fast Food, Burger, Desserts, Pizza",250,4.1,Very Good,726,5,17,1
19003797,Hotel Southernlands,"ECR Road, Chinna Mudaliar Chavady, Auroville, Puducherry",Auroville,11.97853,79.843273,"South Indian, Chinese, North Indian, Biryani",300,4.1,Very Good,144,22,4,1
19067888,Irfan Restaurant,"10, Villianur Main Road, Sulthanpet, Villianur, Puducherry",Villianur,11.91960825,79.76067312,"Biryani, Kerala, North Indian, South Indian",0,4.1,Very Good,165,9,0,1
18899213,BBQ Ride,"Beach Rd, Near Rock Beach, Duppuypet, White Town, Puducherry",White Town,11.92504721,79.83289897,North Indian,500,4.1,Very Good,68,5,0,0
19453092,OYALO,"30/5 & 6, Villianur Main Road, Kootaimedu, Villianur, Puducherry",Villianur,11.91187,79.76058,Pizza,200,4.1,Very Good,0,1,4,1
3700771,Just Cakes,"89, E Coast Road, opp to Pondicherry university gate 2, first floor, Chinna Kalapet, Puducherry
PH: 0413-26-54-000",Auroville,12.01572536,79.85873703,"Bakery, Desserts",300,4.1,Very Good,111,22,155,1
3700017,The Pasta Bar Veneto,"248, Mission Street, MG Road, Puducherry",MG Road,11.92978539,79.83005684,"Healthy Food, Continental, Italian, Sandwich, Salad",900,4,Very Good,788,354,582,1
3700019,Rendezvous Cafe Restaurant,"30, Rue Suffren, White Town, Puducherry",White Town,11.92839255,79.83291741,"Goan, Mangalorean, Continental, French",1200,4,Very Good,451,284,658,0
3700537,The Storytellers' Bar,"The Promenade, 23, Goubert Avenue, White Town, Puducherry",White Town,11.93307031,79.83584538,Finger Food,800,4,Very Good,257,151,97,0
3701015,De Bluefin Seafood Restaurant,"1, Ground Floor, Aurobindo Street, Heritage Town, Puducherry",Heritage Town,11.937858,79.832996,"Biryani, Seafood, North Indian, Chinese, Continental, Fast Food, Beverages, Desserts",600,4,Very Good,635,108,178,1
3700325,Eden Garden,"414, MG Road, Puducherry",MG Road,11.93145147,79.82845791,"Ice Cream, Fast Food, Desserts, Beverages",350,4,Very Good,998,243,122,1
3700052,LB2 Lounge,"2, Labourdonnais Street, White Town, Puducherry",White Town,11.92835712,79.83232129,"South Indian, Biryani, North Indian, Continental",1400,4,Very Good,283,142,180,1
3700226,Karai Restaurant,"100 Feet Road, Near Indira Gandhi Statue, Gandhinagar, Puducherry",Gandhinagar,11.93189169,79.80785184,"Biryani, Chinese, North Indian, South Indian",500,4,Very Good,949,147,134,1
3700002,KFC,"65/45, Ranga Pillai Street, MG Road, Puducherry",MG Road,11.93510311,79.82909158,"Burger, Fast Food, Finger Food, Beverages",450,4,Very Good,3820,70,99,1
18380241,The Motorcycle Diaries,"East Coast Road, Next to Serenity Beach Road, Auroville, Pondicherry.",Kottukuppam,11.97089486,79.83907443,"Cafe, Desserts, Continental",500,4,Very Good,130,77,185,0
18872609,New Biryani Paradise,"23, 45 Feet Road, Vallalar salai, Heritage Town, Puducherry",Heritage Town,11.93992574,79.82148752,"South Indian, Seafood, Chinese, North Indian, Biryani, Arabian",400,4,Very Good,16654,43,5,1
3700580,The Tadkka Dhaba,"35, Sri Aurobindo St, Opp. Calve College, Heritage Town, Pondicherry",Heritage Town,11.938118,79.831938,North Indian,700,4,Very Good,227,122,137,1
3700061,Hot Breads,"42, Ambour Salai, Near Traffic Police Station, White Town, Puducherry",White Town,11.93502044,79.83259454,"Desserts, Bakery, Fast Food",300,4,Very Good,181,101,196,0
3700058,La Pasta World,"55, Vysial Street, Heritage Town, Puducherry",Heritage Town,11.93751312,79.83132083,Italian,800,4,Very Good,143,79,70,0
3700357,Indian Coffee House,"25, Nehru Street, Heritage Town, Puducherry",Heritage Town,11.93596451,79.83019229,South Indian,150,4,Very Good,145,77,81,0
3700330,Bon Bakes,"18, Rangapillai Street, Opposite BSNL Head Office, MG Road, Puducherry",MG Road,11.93473736,79.83276051,"Italian, Fast Food, Bakery",450,4,Very Good,153,92,225,0
3701056,Oyalo Pizza,"62, Villianur Main Road, Reddiyarpalayam, Villianur, Puducherry",Villianur,11.93142851,79.80113827,Pizza,200,4,Very Good,784,7,5,1
18972596,Star Biryani,"25, East Coast Road, Karuvadikuppam, Muthial Pet, Puducherry",Muthial Pet,11.95477851,79.82383512,"Chettinad, Biryani, Chinese, Tamil, South Indian",300,4,Very Good,288,7,0,1
3700289,Surguru,"100 Feet Road, Thanthai Periyar Nagar, Ellaipillaichavady, Near Gandhinagar, Puducherry",Gandhinagar,11.93422268,79.80760876,"South Indian, North Indian, Chinese",250,4,Very Good,167,58,51,0
3700665,Guru Bakers,"4/1,Vazhudavur Road, Gandhinagar, Puducherry",Gandhinagar,11.942096,79.798899,Bakery,100,4,Very Good,194,8,4,1
3700171,KBS Kofi Bar & Veg Restaurant,"Mahatma Gandhi Road, Simonpet, Muthial Pet, Puducherry",Muthial Pet,11.955913,79.832945,"Street Food, Chinese, Fast Food",100,4,Very Good,2681,46,52,1
19287186,The Shawarma Club Elite,"437, M.G Road, Near Police Station, Muthial Pet, Puducherry",Muthial Pet,11.947483,79.831424,"Lebanese, Chinese, Fast Food, Beverages, Desserts",400,4,Very Good,473,12,2,1
3701095,Richy Rich,"477, MG Road, Muthialpet, Puducherry",MG Road,11.94594816,79.83109653,"Desserts, Fast Food",100,4,Very Good,111,0,1,1
3700083,Tantra – Anandha Inn,"Hotel Anandha Inn, 154, SV Patel Salai, Heritage Town, Puducherry",Heritage Town,11.94192798,79.82873484,"North Indian, Grill",1500,4,Very Good,124,105,12,0
18395026,Eat Idly,"Shop 5, Vallalar Salai Road, 45 Feet Road, Near Rainbow Nagar, White Town, Puducherry",White Town,11.94080619,79.82621944,South Indian,150,4,Very Good,325,2,4,1
18885810,PVR Cinemas,"4th Floor, Providence Mall, MG Road, Puducherry","Providence Mall, MG Road",11.92876061,79.82037406,Fast Food,200,4,Very Good,173,4,2,1
3700305,Karaikal Hotel,"368, Anna Salai, MG Road, Puducherry",MG Road,11.93353414,79.82420862,"Chettinad, North Indian, Chinese",400,4,Very Good,622,25,13,1
3700304,Bread Basket,"127, Saint Theresa Street, MG Road, Puducherry",MG Road,11.9331169,79.82517331,"Bakery, Desserts, Fast Food",250,4,Very Good,850,14,26,1
18873678,Coffee & Tiffin,"202, 204 Bussy Street, Puducherry, White Town, Puducherry",MG Road,11.92999963,79.8260746,"Beverages, South Indian",200,4,Very Good,160,13,6,0
18902793,Curry Club,"Shop No. 40, Othavadai Street, New Saram, Heritage Town, Puducherry",Heritage Town,11.940239,79.81591355,"North Indian, South Indian, Chinese, Chettinad, Continental, BBQ",200,4,Very Good,4684,33,19,1
3700072,Hotel Biryani Paradise,"310, Mahatma Gandhi Street, Opposite Petti Seminar School, MG Road, Puducherry",MG Road,11.93362534,79.82883174,"BBQ, Arabian, Biryani, Chinese, Fast Food, North Indian, South Indian",350,4,Very Good,2635,21,9,1
3700737,Theevu Plage,"Kottakuppam, Puducherry",Kottukuppam,11.97085977,79.84431848,"Seafood, South Indian",800,4,Very Good,113,62,81,0
19209802,Hope Cafe,"4, Rue, Suffren Street, White Town, Puducherry",White Town,11.93044051,79.83338429,"Cafe, European, Italian, Continental, Fast Food, Beverages",750,4,Very Good,47,39,108,1
3700015,Goodman Restaurant,"116, Auroville Junction, ECR Main Road, Periyamudaliyar Chavadi, Auroville, Puducherry",Auroville,11.98465708,79.84618999,"North Indian, Continental, Chinese",650,4,Very Good,284,70,53,1
3700949,Fishaurant,"37, Kamatchi Amman Kovil St, Heritage Town, Puducherry",Heritage Town,11.938669,79.831305,Seafood,800,4,Very Good,96,58,68,0
3700942,Kokonut Lagoon,"Thattanchavady, Gandhinagar, Puducherry",Gandhinagar,11.9445088,79.8012506,"Arabian, Fast Food, Beverages, North Indian, Kerala, South Indian",400,4,Very Good,2250,16,18,1
3700051,Cafe des Arts,"10, Suffren Street, White Town, Pondicherry",White Town,11.93017837,79.83334254,Cafe,800,3.9,Good,1025,617,1339,0
3700723,SICILYS,"56, Goubert Avenue, White Town, Puducherry",White Town,11.926328,79.834237,"Italian, Pizza, Burger, Continental",800,3.9,Good,656,245,407,1
3701130,PY Cafe,"132, mission street, pondicherry",MG Road,11.936856,79.831369,"Salad, Cafe, Sandwich, Italian, Juices, Desserts",700,3.9,Good,646,214,366,1
3700555,Banana Leaf Barbeque Restaurant,"76, Kamaraj Salai, AP Towers, Kamaraj Salai , Puducherry",MG Road,11.93722479,79.82318066,"South Indian, Seafood, Chinese, North Indian, Beverages, Ice Cream, Desserts, Biryani",500,3.9,Good,19681,97,41,1
3700417,Le Chateau,"11A, Rue Romain Rolland, White Town, Puducherry",White Town,11.92880358,79.83369861,"French, Italian, South Indian, North Indian",1200,3.9,Good,397,236,322,1
3700849,Sandwich Square,"75, 1st Floor, Aurobindo Street, Mission Street, Puducherry",MG Road,11.93833733,79.83015442,"Chinese, Cafe, Sandwich, Fast Food, Beverages, Desserts, Pizza",500,3.9,Good,3734,226,138,1
3700331,Tanto,"ECR Main Road, Near Soorya Beach Resort, Auroville, Puducherry",Auroville,11.98721227,79.84695308,"Pizza, Italian",1400,3.9,Good,273,174,265,0
3700414,Ende Nadu,"36, S. V. Patel Salai, Beach Road, Opposite Naturals, Puducherry",Heritage Town,11.94013797,79.83423404,Kerala,350,3.9,Good,4250,71,65,1
18869051,Yaa Mohaideen Briyani,"15, 4th Cross, Sithananda Nagar, Ellaipillaichavady, Villianur, Puducherry",Villianur,11.932985,79.805663,"Biryani, Chinese, North Indian, Fast Food",300,3.9,Good,589,46,6,1
3700385,Season - Accord Puducherry,"Accord Puducherry, 1, Thilagar Nagar, Ellaipillaichavady, Gandhinagar, Puducherry",Gandhinagar,11.94091505,79.80796818,"North Indian, Continental, Chinese",1000,3.9,Good,158,73,164,1
3700170,Surguru Spot,"12, Jawaharlal Nehru Street, Near Mankula Vinayagar Temple, White Town, Puducherry",White Town,11.93529139,79.83398728,"South Indian, North Indian, Chinese",400,3.9,Good,216,130,132,0
3701085,KBS Kofi Bar & Veg Restaurant,"220, Vazhudhavur Road, Gandhinagar, Puducherry",Gandhinagar,11.94130572,79.79642361,"South Indian, North Indian, Chinese, Beverages",200,3.9,Good,7812,27,11,1
19312256,Jigarthanda Factory,"23, Victoria Nagar, Villianur Main Road, Villianur, Puducherry",Villianur,11.931591,79.804598,"Ice Cream, Desserts",100,3.9,Good,36,0,0,1
18933115,Baskin Robbins,"110, Sarabar Plaza, Villianur Main Road, Reddiarpalayam, Near Indian Overseas Bank, Kottukuppam, Puducherry",Kottukuppam,11.930963,79.795824,"Ice Cream, Beverages, Desserts",200,3.9,Good,354,2,94,1
18894519,Chennai Kulfi,"4, Iyyanar Kovil Street, Ellaipillaichavady, Near Eden Garden, Behind HDFC Bank, Gandhinagar, Puducherry",Gandhinagar,11.93366962,79.80717391,Ice Cream,150,3.9,Good,156,1,17,1
3701074,French Paradise,"5, 100 Feet Road Gandhinagar, Puducherry",Gandhinagar,11.93355743,79.80737105,Bakery,200,3.9,Good,55,0,1,1
19061080,Pubg Milkshake,"11, Chruch Complex Villianur Main Road, Reddiarpalayam, Villianur, Puducherry",Villianur,11.93083881,79.79447405,Beverages,150,3.9,Good,1423,14,5,1
3701121,Domino's Pizza,"Near Indira Gandhi Statue, ECR Road, Gandhinagar, Puducherry",Gandhinagar,11.93221119,79.80779719,"Pizza, Fast Food",400,3.9,Good,124,8,25,0
