id,name,address,locality,latitude,longitude,cuisines,average_cost_for_two,aggregate_rating,rating_text,votes,all_reviews_count,photo_count,has_online_delivery
19011449,Karrimboy Restaurant,"178, 180 Laporte street, Anna Salai, MG Road, Puducherry",MG Road,11.932016,79.824183,"North Indian, Chinese",350,0,Not rated,0,0,0,0
19106690,Vasantharaja Inn,"7, Thiruvalluvar Salai, Aruthathipuram, Nellithope, Heritage Town, Puducherry",Heritage Town,11.93330751,79.81266044,South Indian,200,0,Not rated,1,0,0,0
19014020,Karrimboy,"178/180 la porte street, anna salai, pondicherry, MG Road, Puducherry",MG Road,11.93195861,79.82431188,"Biryani, Hyderabadi, Indian",0,0,Not rated,0,0,0,0
18888406,Sri Azhagar,"166, Anna Complex, Anna Salai, Savarirayalu Street Cutting, Opposite To Pothys, MG Road, Puducherry",MG Road,11.93259696,79.8242693,Paan,100,0,Not rated,2,1,4,0
3700302,Park Restaurant,"436, Anna Salai, MG Road, Puducherry",MG Road,11.93272778,79.82429444,"Biryani, Chinese, Street Food",250,0,Not rated,1,1,4,0
3700339,Indhuja De'Best,"406, Anna Salai, MG Road, Puducherry",MG Road,11.93283333,79.82429444,"Street Food, South Indian",200,0,Not rated,1,0,2,0
19416528,Richy Rich,"409, Anna Salai, 4th Cross, Bharathipuram Road, Subbarayapillai Chathiram, MG Road, Puducherry",MG Road,11.932811,79.824341,"Desserts, Ice Cream",400,0,Not rated,0,0,20,0
3701036,Hot Chips,"403, Anna Salai, Heritage Town, Puducherry",Heritage Town,11.93319594,79.8242626,South Indian,250,0,Not rated,3,0,0,0
19512625,Hotel Bismi,"13, Municipal Building, Laporte Street, MG Road, Puducherry",MG Road,11.931897,79.824746,"Chinese, Fast Food",300,0,Not rated,0,0,0,1
3700153,Monas Restaurant,"No 10, Vivekananda Nagar, Villianur Main Road, Villianur, Puducherry",Villianur,11.92452,79.816035,"South Indian, Biryani, Chinese",200,0,Not rated,1,0,3,0
3700801,Goodish Sweets,"44, 1st Cross Street, Ilango Nagar, Puducherry, Heritage Town, Puducherry",Heritage Town,11.9364025,79.82179297,Mithai,250,0,Not rated,0,0,0,0
3700875,Cheers Bar & Restaurant,"403, Anna Salai, White Town, Puducherry",White Town,11.93383,79.82452,South Indian,800,0,Not rated,1,0,0,0
19387895,Pavilion - The Residency Towers,"388, Anna Salai, Subbarayapillai Chathiram, MG Road, Puducherry",MG Road,11.934063,79.824467,"Chinese, North Indian, Fast Food",1500,0,Not rated,0,0,0,0
19370018,Sri Ram Mess,"26, 1st Cross Street, Thiruman Nagar, Kosapalayam, Heritage Town, Puducherry",Heritage Town,11.93450731,79.81225922,South Indian,100,0,Not rated,0,0,0,0
19087017,Magizhchi,"183, Kamaraj Salai, MG Road, Puducherry",MG Road,11.93781,79.818362,"North Indian, Chinese, Continental",200,0,Not rated,18,1,0,1
19068256,The Ice & Fire,"273 a, Lenin Street, Kuyavar Palayam, Heritage town, Nelitope Puducherry",Auroville,11.93588052,79.81311924,"South Indian, BBQ, Fast Food",300,0,Not rated,4,0,0,0
19349506,Fried Spot,"1, New Street, Govinda Salai, White Town, Puducherry",White Town,11.934845,79.824375,"Fast Food, Beverages",300,0,Not rated,6,4,0,1
3700307,Alagappa,"311, Anna Salai, MG Road, Puducherry",MG Road,11.93496632,79.82473601,"South Indian, Chettinad",300,0,Not rated,3,1,5,0
3700306,Amudha Cafe,"338, Anna Salai, MG Road, Puducherry",MG Road,11.93500732,79.82474238,South Indian,150,0,Not rated,2,0,3,0
19087982,Wangs Express,"96, Kamaraj Salai, Kamaraj Nagar, Ilango Nagar, MG Road, Puducherry",MG Road,11.937358,79.822221,"Chinese, Momos, Beverages",300,0,Not rated,1,0,0,0
19522602,CKS Bakery,"33, Kamaraj Salai, Heritage Town, Puducherry",Heritage Town,11.9372723,79.822848,"Bakery, Desserts, Fast Food",300,0,Not rated,0,0,16,1
19246290,Grande Hot Bakery,"382, Bharathi Street, White Town, Puducherry",White Town,11.93176839,79.82652521,"Bakery, Fast Food, Pizza, Beverages",100,0,Not rated,10,0,0,1
3700449,Amirtham Sweets,"292, Anna Salai, MG Road, Puducherry, MG Road, Puducherry",MG Road,11.93568601,79.82493047,Bakery,150,0,Not rated,3,0,4,0
19528657,Semapasi Takeaway,"2, Municipal Road, Sathya Sai Nagar, Main Road, Reddiarpalayam, Villianur, puducherry",Villianur,11.93481247,79.79981661,"Fast Food, Biryani",250,0,Not rated,2,1,6,0
18974201,AL BHEEMA,"153/1 Pondy Villupuram Road, Oulgaret, Villianur, Puducherry",Villianur,11.93073472,79.78773963,"North Indian, South Indian, Arabian, Beverages",300,0,Not rated,1,0,14,0
19226542,Mumbai Kulfi/ The Spiceyy Park,"98, Villianur Main Road, Moolakulam, Villianur, Puducherry",Villianur,11.93108844,79.78650051,"Ice Cream, South Indian",200,0,Not rated,11,1,0,1
19189333,SMS Cafe,"45, ECR Main Road, Krishna Nagar, Near Shriram Finance, Lawspet, Puducherry",Lawspet,11.93129392,79.78620851,"South Indian, Beverages",250,0,Not rated,0,0,0,0
3701263,Chris Take Away Food Point,"100 Feet Road, Opposite to J Kay TVS, Mudaliarpet, Puducherry",Mudaliarpet,11.91935851,79.80920041,Fast Food,250,0,Not rated,1,0,1,0
19447646,Grand New Cake Villa,"234, Vazhuthavor Main Road, Kathirkamam, White Town, Puducherry",White Town,11.94130572,79.79642361,"Pizza, Fast Food, Bakery, Beverages",450,0,Not rated,0,0,1,1
3701058,Adhavan,"203, Villianur Main Road, Mulakkulam, Villianur",Villianur,11.93067633,79.78578363,"Chinese, South Indian",300,0,Not rated,0,0,2,0
3701082,Sri Ganesh Mess,"248, Vazhudhavur Road, Kathirkam, Gandhinagar, Puducherry",Gandhinagar,11.94135853,79.7958352,South Indian,250,0,Not rated,0,0,1,0
3700272,Hotel Muruga,"240, Vazhuduvar Road, Opposite Govt Medical College, Gandhinagar, Puducherry",Gandhinagar,11.94152353,79.79617048,South Indian,150,0,Not rated,0,0,4,0
